src_ip,dst_ip,src_port,dst_port,protocol,service,payload_length,duration,is_malicious,attack_type,timestamp
95.234,10.0.0.11,54297,8080,tcp,web,1348,0.074,1,web_exploit,2025-04-23T18:25:46.738716
23.58,10.0.0.16,52303,443,tcp,web,71,0.026,1,scan,2025-04-23T17:51:46.686308
45.204,10.0.0.1,56351,22,tcp,ssh,193,0.423,1,ssh_bruteforce,2025-04-23T18:09:46.571041
95.40,10.0.0.3,55701,22,tcp,ssh,173,0.157,1,ssh_bruteforce,2025-04-23T18:26:29.596213
95.18,10.0.0.15,60827,445,tcp,smb,733,0.198,1,smb_exploit,2025-04-23T18:07:45.838292
77.11,10.0.0.6,50525,3306,tcp,db,695,0.193,1,sql_injection,2025-04-23T18:26:42.432941
45.186,10.0.0.11,61279,445,tcp,smb,96,0.022,1,scan,2025-04-23T17:31:22.252291
185.229,10.0.0.15,63259,445,tcp,smb,1222,0.285,1,smb_exploit,2025-04-23T18:01:09.557818
95.206,10.0.0.19,59072,445,tcp,smb,631,0.233,1,smb_exploit,2025-04-23T17:43:26.521754
45.193,10.0.0.5,64827,3389,tcp,rdp,435,0.304,1,rdp_bruteforce,2025-04-23T17:40:13.939720
45.237,10.0.0.16,64987,22,tcp,ssh,193,0.353,1,ssh_bruteforce,2025-04-23T18:05:52.695800
77.122,10.0.0.20,52922,80,tcp,web,1777,0.183,1,web_exploit,2025-04-23T17:57:48.841211
45.247,10.0.0.3,64110,445,tcp,smb,1170,0.295,1,smb_exploit,2025-04-23T18:29:31.806790
45.233,10.0.0.9,49506,445,tcp,smb,1356,0.11,0,smb_exploit,2025-04-23T18:01:59.986775
95.243,10.0.0.11,64075,445,tcp,smb,1165,0.114,1,smb_exploit,2025-04-23T17:46:38.578460
77.135,10.0.0.19,50615,3389,tcp,rdp,85,0.028,1,scan,2025-04-23T17:43:17.538632
77.249,10.0.0.7,58042,80,tcp,web,62,0.017,1,scan,2025-04-23T17:32:13.299203
77.147,10.0.0.3,65333,3389,tcp,rdp,593,0.214,1,rdp_bruteforce,2025-04-23T17:42:41.721115
77.150,10.0.0.2,62008,445,tcp,smb,664,0.227,1,smb_exploit,2025-04-23T17:54:07.437259
23.21,10.0.0.2,56054,3389,tcp,rdp,470,0.547,1,rdp_bruteforce,2025-04-23T18:00:25.793250
45.219,10.0.0.16,49465,80,tcp,web,976,0.267,1,sql_injection,2025-04-23T17:43:10.087907
23.245,10.0.0.1,53033,3389,tcp,rdp,214,0.425,1,rdp_bruteforce,2025-04-23T17:45:40.135929
23.50,10.0.0.2,56694,1433,tcp,db,762,0.092,1,sql_injection,2025-04-23T17:45:10.031233
95.210,10.0.0.13,65005,80,tcp,web,1053,0.078,1,web_exploit,2025-04-23T18:03:57.415236
185.147,10.0.0.7,50366,3389,tcp,rdp,265,0.306,1,rdp_bruteforce,2025-04-23T18:21:38.308224
45.43,10.0.0.12,51428,80,tcp,web,1970,0.098,1,web_exploit,2025-04-23T18:00:05.043901
95.117,10.0.0.4,57120,3389,tcp,rdp,58,0.045,1,scan,2025-04-23T17:35:00.825760
185.97,10.0.0.20,58324,443,tcp,web,74,0.047,0,scan,2025-04-23T17:40:03.594095
23.224,10.0.0.8,52029,443,tcp,web,629,0.284,1,sql_injection,2025-04-23T18:30:27.875441
185.68,10.0.0.14,50419,8080,tcp,web,1316,0.092,1,web_exploit,2025-04-23T17:31:06.865039
185.44,10.0.0.20,53414,3389,tcp,rdp,446,0.347,1,rdp_bruteforce,2025-04-23T18:10:07.389600
185.56,10.0.0.6,60917,22,tcp,ssh,251,0.363,1,ssh_bruteforce,2025-04-23T17:48:59.203386
95.178,10.0.0.7,64788,3306,tcp,db,714,0.256,1,sql_injection,2025-04-23T18:13:16.815281
185.237,10.0.0.12,59529,1433,tcp,db,534,0.093,1,sql_injection,2025-04-23T17:55:56.231958
23.246,10.0.0.19,53319,3306,tcp,db,675,0.196,1,sql_injection,2025-04-23T17:33:26.792716
95.68,10.0.0.11,49691,80,tcp,web,514,0.22,1,sql_injection,2025-04-23T17:46:29.376483
77.185,10.0.0.16,60049,3389,tcp,rdp,332,0.38,1,rdp_bruteforce,2025-04-23T18:21:22.774923
23.108,10.0.0.6,53977,1433,tcp,db,844,0.209,1,sql_injection,2025-04-23T18:30:39.332971
45.104,10.0.0.15,57711,22,tcp,ssh,299,0.363,1,ssh_bruteforce,2025-04-23T18:02:40.166334
77.191,10.0.0.3,51371,3389,tcp,rdp,579,0.279,1,rdp_bruteforce,2025-04-23T17:46:39.360290
77.85,10.0.0.13,53453,443,tcp,web,1190,0.167,1,web_exploit,2025-04-23T18:18:55.257684
185.166,10.0.0.8,55358,22,tcp,ssh,202,0.313,1,ssh_bruteforce,2025-04-23T18:19:39.186395
45.64,10.0.0.7,52618,8080,tcp,web,1278,0.114,1,web_exploit,2025-04-23T18:29:52.297530
23.145,10.0.0.7,51645,22,tcp,ssh,219,0.467,1,ssh_bruteforce,2025-04-23T17:53:48.512572
23.196,10.0.0.9,57298,5432,tcp,db,500,0.166,1,sql_injection,2025-04-23T18:18:14.414265
77.206,10.0.0.12,60121,3389,tcp,rdp,515,0.595,1,rdp_bruteforce,2025-04-23T18:16:22.123012
185.89,10.0.0.16,58604,3389,tcp,rdp,389,0.438,1,rdp_bruteforce,2025-04-23T18:07:00.454391
95.234,10.0.0.5,53548,22,tcp,ssh,232,0.257,1,ssh_bruteforce,2025-04-23T18:20:48.942771
77.134,10.0.0.19,63084,445,tcp,smb,509,0.294,1,smb_exploit,2025-04-23T18:05:32.182905
95.53,10.0.0.15,62331,22,tcp,ssh,126,0.436,1,ssh_bruteforce,2025-04-23T18:30:08.508290
45.74,10.0.0.8,63211,1433,tcp,db,766,0.074,1,sql_injection,2025-04-23T18:00:35.025186
77.184,10.0.0.2,56343,445,tcp,smb,1123,0.292,1,smb_exploit,2025-04-23T17:58:27.760680
77.158,10.0.0.7,59612,445,tcp,smb,1313,0.1,1,smb_exploit,2025-04-23T17:43:17.105857
185.148,10.0.0.16,56740,445,tcp,smb,620,0.279,1,smb_exploit,2025-04-23T18:07:42.102739
185.103,10.0.0.12,54548,22,tcp,ssh,175,0.257,1,ssh_bruteforce,2025-04-23T17:44:45.268742
23.79,10.0.0.3,64812,80,tcp,web,609,0.119,1,sql_injection,2025-04-23T18:18:59.452560
77.155,10.0.0.13,65284,80,tcp,web,79,0.047,1,scan,2025-04-23T17:39:10.113890
23.130,10.0.0.2,50199,8443,tcp,web,1377,0.079,1,web_exploit,2025-04-23T18:10:43.746789
45.136,10.0.0.20,65469,3389,tcp,rdp,207,0.475,1,rdp_bruteforce,2025-04-23T17:36:11.185095
77.10,10.0.0.9,56313,23,tcp,telnet,87,0.047,1,scan,2025-04-23T17:57:24.240984
23.123,10.0.0.10,64559,22,tcp,ssh,225,0.348,1,ssh_bruteforce,2025-04-23T18:17:50.146391
95.195,10.0.0.19,61968,80,tcp,web,823,0.138,1,web_exploit,2025-04-23T18:19:47.861454
185.30,10.0.0.3,53970,3389,tcp,rdp,531,0.289,1,rdp_bruteforce,2025-04-23T17:55:29.806728
45.105,10.0.0.16,58581,3389,tcp,rdp,231,0.554,0,rdp_bruteforce,2025-04-23T18:23:43.714285
23.215,10.0.0.17,62392,445,tcp,smb,83,0.01,1,scan,2025-04-23T17:59:24.658243
23.183,10.0.0.15,60813,1433,tcp,db,588,0.241,1,sql_injection,2025-04-23T17:56:18.104229
77.250,10.0.0.4,65214,8080,tcp,web,1411,0.162,1,web_exploit,2025-04-23T18:14:22.605121
77.167,10.0.0.1,60264,80,tcp,web,565,0.163,1,sql_injection,2025-04-23T17:49:44.953560
77.95,10.0.0.12,60407,8080,tcp,web,1661,0.09,1,web_exploit,2025-04-23T17:44:09.200440
95.109,10.0.0.3,59763,22,tcp,ssh,260,0.384,1,ssh_bruteforce,2025-04-23T17:49:48.166775
23.120,10.0.0.11,56989,22,tcp,ssh,133,0.125,1,ssh_bruteforce,2025-04-23T17:35:40.100027
185.204,10.0.0.6,64060,80,tcp,web,932,0.264,1,sql_injection,2025-04-23T18:17:54.571426
23.208,10.0.0.5,50136,3389,tcp,rdp,452,0.386,1,rdp_bruteforce,2025-04-23T18:15:28.688804
45.145,10.0.0.19,51208,8080,tcp,web,1251,0.138,0,web_exploit,2025-04-23T17:35:42.178594
185.89,10.0.0.8,51473,22,tcp,ssh,177,0.133,1,ssh_bruteforce,2025-04-23T17:36:53.344584
95.125,10.0.0.13,60764,445,tcp,smb,1479,0.155,1,smb_exploit,2025-04-23T18:11:34.959677
77.53,10.0.0.7,60883,445,tcp,smb,1254,0.213,0,smb_exploit,2025-04-23T17:55:36.733874
77.11,10.0.0.15,54614,443,tcp,web,41,0.022,1,scan,2025-04-23T18:15:24.652326
23.179,10.0.0.8,57514,80,tcp,web,45,0.005,1,scan,2025-04-23T18:01:08.176011
185.111,10.0.0.13,57766,3389,tcp,rdp,443,0.362,0,rdp_bruteforce,2025-04-23T18:19:38.074451
45.201,10.0.0.14,54424,8443,tcp,web,1403,0.151,1,web_exploit,2025-04-23T17:55:45.752032
23.125,10.0.0.15,63636,80,tcp,web,1749,0.09,1,web_exploit,2025-04-23T18:13:03.018452
185.105,10.0.0.18,53931,445,tcp,smb,1109,0.289,1,smb_exploit,2025-04-23T17:45:41.509016
185.5,10.0.0.20,52440,22,tcp,ssh,78,0.014,1,scan,2025-04-23T18:09:10.147819
185.57,10.0.0.6,49351,22,tcp,ssh,135,0.255,1,ssh_bruteforce,2025-04-23T17:48:08.667496
23.106,10.0.0.13,60397,445,tcp,smb,719,0.17,1,smb_exploit,2025-04-23T18:11:09.949871
185.108,10.0.0.17,52175,22,tcp,ssh,261,0.443,1,ssh_bruteforce,2025-04-23T17:55:50.763370
95.133,10.0.0.6,59674,3389,tcp,rdp,259,0.204,1,rdp_bruteforce,2025-04-23T18:19:56.419811
23.97,10.0.0.12,63485,3389,tcp,rdp,323,0.626,1,rdp_bruteforce,2025-04-23T17:45:24.972175
23.155,10.0.0.7,57991,8080,tcp,web,1244,0.134,1,web_exploit,2025-04-23T18:02:14.613569
77.165,10.0.0.5,61432,445,tcp,smb,1269,0.259,1,smb_exploit,2025-04-23T17:42:06.197049
23.19,10.0.0.5,52688,443,tcp,web,726,0.131,1,sql_injection,2025-04-23T18:25:29.354124
95.82,10.0.0.6,61644,8080,tcp,web,1667,0.072,1,web_exploit,2025-04-23T17:50:16.326869
23.33,10.0.0.14,53240,445,tcp,smb,628,0.178,1,smb_exploit,2025-04-23T17:58:18.907964
23.136,10.0.0.13,50453,443,tcp,web,995,0.214,0,sql_injection,2025-04-23T17:43:52.157926
23.200,10.0.0.4,63256,445,tcp,smb,1088,0.21,1,smb_exploit,2025-04-23T17:57:35.490745
95.56,10.0.0.1,61749,22,tcp,ssh,54,0.005,1,scan,2025-04-23T17:57:15.556239
23.35,10.0.0.14,56251,22,tcp,ssh,235,0.153,1,ssh_bruteforce,2025-04-23T18:00:32.621876
45.109,10.0.0.1,62766,23,tcp,telnet,47,0.007,1,scan,2025-04-23T18:16:47.442373
23.144,10.0.0.17,56626,445,tcp,smb,939,0.229,0,smb_exploit,2025-04-23T17:36:57.626636
95.39,10.0.0.13,54039,3389,tcp,rdp,455,0.483,0,rdp_bruteforce,2025-04-23T17:53:18.735206
185.180,10.0.0.8,59407,8443,tcp,web,1379,0.137,1,web_exploit,2025-04-23T18:08:51.350857
185.148,10.0.0.4,59284,445,tcp,smb,784,0.237,1,smb_exploit,2025-04-23T18:19:31.692358
23.47,10.0.0.5,61831,23,tcp,telnet,96,0.043,1,scan,2025-04-23T18:14:38.326730
77.97,10.0.0.12,51994,8080,tcp,web,1358,0.187,0,web_exploit,2025-04-23T18:20:29.124889
23.117,10.0.0.19,59013,445,tcp,smb,41,0.037,1,scan,2025-04-23T17:42:10.013148
23.193,10.0.0.19,57340,22,tcp,ssh,93,0.02,1,scan,2025-04-23T18:16:36.158202
45.181,10.0.0.17,61913,8080,tcp,web,1836,0.188,1,web_exploit,2025-04-23T17:36:50.323241
95.97,10.0.0.18,54327,3389,tcp,rdp,87,0.001,1,scan,2025-04-23T18:24:55.862020
77.74,10.0.0.10,56847,445,tcp,smb,1139,0.119,1,smb_exploit,2025-04-23T18:22:01.301401
185.234,10.0.0.7,62737,8080,tcp,web,49,0.045,1,scan,2025-04-23T17:41:51.404301
77.79,10.0.0.2,63910,3389,tcp,rdp,397,0.318,1,rdp_bruteforce,2025-04-23T17:49:15.829739
23.179,10.0.0.7,57578,8443,tcp,web,1562,0.157,0,web_exploit,2025-04-23T17:35:25.139169
77.65,10.0.0.4,59925,80,tcp,web,900,0.136,1,sql_injection,2025-04-23T18:30:06.396524
45.77,10.0.0.15,62856,445,tcp,smb,1078,0.206,1,smb_exploit,2025-04-23T17:49:46.524545
185.5,10.0.0.5,52241,445,tcp,smb,948,0.102,1,smb_exploit,2025-04-23T17:33:47.753669
23.32,10.0.0.11,49419,80,tcp,web,1925,0.188,1,web_exploit,2025-04-23T17:59:27.245406
185.243,10.0.0.1,49799,3389,tcp,rdp,330,0.406,1,rdp_bruteforce,2025-04-23T17:53:56.749742
77.46,10.0.0.8,59910,8080,tcp,web,525,0.23,1,sql_injection,2025-04-23T18:00:01.339015
23.253,10.0.0.8,49978,3389,tcp,rdp,561,0.379,1,rdp_bruteforce,2025-04-23T18:16:39.771512
23.239,10.0.0.8,54901,22,tcp,ssh,59,0.018,1,scan,2025-04-23T17:32:40.687810
45.205,10.0.0.17,52426,8080,tcp,web,81,0.006,1,scan,2025-04-23T18:00:05.213184
95.191,10.0.0.15,63807,3389,tcp,rdp,210,0.488,0,rdp_bruteforce,2025-04-23T18:12:31.086205
45.230,10.0.0.16,63566,3389,tcp,rdp,55,0.025,0,scan,2025-04-23T18:14:20.878124
77.224,10.0.0.1,52218,8080,tcp,web,1416,0.087,1,web_exploit,2025-04-23T18:00:59.635707
95.230,10.0.0.8,58590,443,tcp,web,1200,0.116,1,web_exploit,2025-04-23T18:30:06.072556
23.251,10.0.0.5,51618,8080,tcp,web,1731,0.056,1,web_exploit,2025-04-23T17:37:32.917541
185.191,10.0.0.19,54225,445,tcp,smb,604,0.299,1,smb_exploit,2025-04-23T18:24:30.690217
23.35,10.0.0.12,62090,445,tcp,smb,836,0.245,1,smb_exploit,2025-04-23T18:22:39.260884
185.169,10.0.0.7,58800,445,tcp,smb,943,0.176,1,smb_exploit,2025-04-23T18:24:42.625125
95.81,10.0.0.8,62466,3389,tcp,rdp,355,0.364,1,rdp_bruteforce,2025-04-23T17:36:16.816124
45.23,10.0.0.13,61791,445,tcp,smb,1060,0.13,1,smb_exploit,2025-04-23T17:57:59.878978
77.177,10.0.0.14,64800,23,tcp,telnet,41,0.016,1,scan,2025-04-23T18:03:16.479094
185.109,10.0.0.6,58897,22,tcp,ssh,146,0.138,1,ssh_bruteforce,2025-04-23T17:53:40.135258
77.140,10.0.0.1,57259,3389,tcp,rdp,566,0.485,1,rdp_bruteforce,2025-04-23T18:24:54.443870
45.135,10.0.0.19,60902,8080,tcp,web,71,0.016,1,scan,2025-04-23T17:48:01.768237
23.15,10.0.0.2,50470,3389,tcp,rdp,576,0.586,1,rdp_bruteforce,2025-04-23T18:05:58.872576
45.198,10.0.0.12,53551,445,tcp,smb,650,0.134,0,smb_exploit,2025-04-23T18:03:49.345213
95.184,10.0.0.16,58744,8080,tcp,web,897,0.124,1,sql_injection,2025-04-23T17:45:45.187951
45.121,10.0.0.10,51625,3389,tcp,rdp,343,0.554,0,rdp_bruteforce,2025-04-23T18:17:08.748363
185.78,10.0.0.7,65224,3389,tcp,rdp,42,0.018,1,scan,2025-04-23T18:24:46.328196
77.39,10.0.0.13,53850,3306,tcp,db,996,0.066,1,sql_injection,2025-04-23T17:57:12.922991
77.222,10.0.0.13,53797,80,tcp,web,46,0.012,1,scan,2025-04-23T17:48:10.207845
77.110,10.0.0.5,61501,443,tcp,web,1126,0.177,1,web_exploit,2025-04-23T17:40:40.426845
185.3,10.0.0.1,59934,445,tcp,smb,565,0.129,1,smb_exploit,2025-04-23T18:17:25.892549
95.115,10.0.0.8,58554,8443,tcp,web,803,0.128,1,web_exploit,2025-04-23T18:26:05.926136
77.101,10.0.0.17,50171,23,tcp,telnet,50,0.021,0,scan,2025-04-23T17:32:38.224013
185.194,10.0.0.14,56884,5432,tcp,db,989,0.171,1,sql_injection,2025-04-23T18:19:08.828588
95.97,10.0.0.2,58674,22,tcp,ssh,293,0.354,1,ssh_bruteforce,2025-04-23T17:38:15.289041
77.111,10.0.0.9,49234,22,tcp,ssh,66,0.045,1,scan,2025-04-23T18:30:31.539965
23.9,10.0.0.9,53944,445,tcp,smb,691,0.241,1,smb_exploit,2025-04-23T18:18:28.563669
45.70,10.0.0.7,49556,445,tcp,smb,558,0.159,1,smb_exploit,2025-04-23T18:08:24.944878
95.32,10.0.0.5,55514,3389,tcp,rdp,322,0.438,1,rdp_bruteforce,2025-04-23T18:20:39.674753
23.137,10.0.0.1,57664,23,tcp,telnet,59,0.027,1,scan,2025-04-23T18:01:58.367712
77.126,10.0.0.19,51237,22,tcp,ssh,70,0.007,1,scan,2025-04-23T18:14:41.766863
45.56,10.0.0.6,64363,5432,tcp,db,815,0.196,0,sql_injection,2025-04-23T18:11:47.994724
45.198,10.0.0.13,56807,22,tcp,ssh,144,0.404,1,ssh_bruteforce,2025-04-23T18:16:47.666893
23.2,10.0.0.13,56456,22,tcp,ssh,80,0.042,1,scan,2025-04-23T17:51:57.594028
95.210,10.0.0.2,57452,22,tcp,ssh,152,0.138,1,ssh_bruteforce,2025-04-23T18:05:35.718143
185.247,10.0.0.14,55516,3389,tcp,rdp,575,0.244,1,rdp_bruteforce,2025-04-23T17:37:05.310994
95.103,10.0.0.18,57061,80,tcp,web,1889,0.19,1,web_exploit,2025-04-23T18:20:04.453212
77.202,10.0.0.14,52481,23,tcp,telnet,47,0.028,1,scan,2025-04-23T18:18:33.681654
45.189,10.0.0.1,62028,445,tcp,smb,841,0.167,1,smb_exploit,2025-04-23T17:41:08.886404
185.135,10.0.0.3,55969,5432,tcp,db,962,0.29,1,sql_injection,2025-04-23T17:58:06.777587
45.141,10.0.0.3,65135,3389,tcp,rdp,409,0.238,1,rdp_bruteforce,2025-04-23T17:42:47.168637
185.127,10.0.0.5,61800,80,tcp,web,76,0.028,1,scan,2025-04-23T18:28:48.643616
95.83,10.0.0.8,51428,445,tcp,smb,722,0.191,1,smb_exploit,2025-04-23T18:05:27.682698
23.136,10.0.0.12,58086,3389,tcp,rdp,583,0.422,1,rdp_bruteforce,2025-04-23T17:34:14.839497
185.133,10.0.0.20,60162,3389,tcp,rdp,282,0.511,1,rdp_bruteforce,2025-04-23T17:39:28.037999
45.26,10.0.0.4,61894,80,tcp,web,770,0.157,1,sql_injection,2025-04-23T17:58:08.359147
23.220,10.0.0.16,56375,80,tcp,web,775,0.106,0,sql_injection,2025-04-23T17:52:28.849686
77.186,10.0.0.16,59131,445,tcp,smb,510,0.278,1,smb_exploit,2025-04-23T18:02:08.783623
23.175,10.0.0.12,50955,445,tcp,smb,579,0.253,0,smb_exploit,2025-04-23T18:15:38.496697
45.2,10.0.0.11,52982,3389,tcp,rdp,297,0.639,1,rdp_bruteforce,2025-04-23T17:57:25.205779
45.19,10.0.0.6,62076,8080,tcp,web,1179,0.127,1,web_exploit,2025-04-23T17:38:38.239061
185.59,10.0.0.6,60637,22,tcp,ssh,246,0.256,0,ssh_bruteforce,2025-04-23T18:06:29.726793
23.100,10.0.0.15,54561,443,tcp,web,633,0.086,0,sql_injection,2025-04-23T18:30:01.252112
23.45,10.0.0.14,59079,445,tcp,smb,739,0.178,1,smb_exploit,2025-04-23T18:15:40.869761
185.221,10.0.0.16,56021,8443,tcp,web,1688,0.105,1,web_exploit,2025-04-23T18:03:35.844058
77.72,10.0.0.10,64968,445,tcp,smb,75,0.021,1,scan,2025-04-23T18:12:42.073908
77.16,10.0.0.19,55433,22,tcp,ssh,191,0.129,1,ssh_bruteforce,2025-04-23T18:21:52.332462
45.92,10.0.0.12,53888,22,tcp,ssh,223,0.197,1,ssh_bruteforce,2025-04-23T17:57:04.825147
185.115,10.0.0.2,54213,22,tcp,ssh,272,0.346,0,ssh_bruteforce,2025-04-23T17:48:34.061683
95.120,10.0.0.6,58919,1433,tcp,db,920,0.101,0,sql_injection,2025-04-23T18:00:41.551169
77.178,10.0.0.10,59317,8080,tcp,web,1408,0.076,1,web_exploit,2025-04-23T17:49:56.013010
185.79,10.0.0.19,64584,445,tcp,smb,719,0.299,1,smb_exploit,2025-04-23T18:11:32.105550
95.247,10.0.0.2,61602,22,tcp,ssh,112,0.323,0,ssh_bruteforce,2025-04-23T17:59:50.141401
77.109,10.0.0.20,55428,443,tcp,web,688,0.073,1,sql_injection,2025-04-23T18:27:16.629839
23.71,10.0.0.16,50967,22,tcp,ssh,184,0.269,0,ssh_bruteforce,2025-04-23T18:09:49.705646
185.12,10.0.0.18,57737,1433,tcp,db,791,0.262,1,sql_injection,2025-04-23T17:41:25.148522
23.85,10.0.0.17,54285,80,tcp,web,1905,0.089,1,web_exploit,2025-04-23T18:05:40.242465
23.122,10.0.0.14,64841,22,tcp,ssh,143,0.333,1,ssh_bruteforce,2025-04-23T17:57:23.205574
95.151,10.0.0.19,56572,5432,tcp,db,507,0.295,0,sql_injection,2025-04-23T18:20:17.489430
77.11,10.0.0.19,63038,22,tcp,ssh,186,0.266,1,ssh_bruteforce,2025-04-23T17:39:39.852337
45.87,10.0.0.2,50688,22,tcp,ssh,264,0.32,1,ssh_bruteforce,2025-04-23T18:06:36.431649
45.202,10.0.0.4,51412,8443,tcp,web,1666,0.171,1,web_exploit,2025-04-23T18:11:12.586812
23.6,10.0.0.5,56723,80,tcp,web,990,0.174,1,sql_injection,2025-04-23T17:44:35.160880
77.241,10.0.0.17,63860,3389,tcp,rdp,214,0.291,0,rdp_bruteforce,2025-04-23T17:44:26.009218
45.96,10.0.0.14,54571,443,tcp,web,1860,0.053,1,web_exploit,2025-04-23T17:36:57.620345
77.75,10.0.0.12,58956,80,tcp,web,53,0.033,0,scan,2025-04-23T18:07:11.578339
23.203,10.0.0.17,58091,22,tcp,ssh,158,0.451,0,ssh_bruteforce,2025-04-23T18:19:50.762295
45.30,10.0.0.13,57111,80,tcp,web,985,0.174,1,web_exploit,2025-04-23T18:16:29.723548
45.49,10.0.0.15,51228,3389,tcp,rdp,63,0.03,1,scan,2025-04-23T18:28:14.539875
95.155,10.0.0.4,50883,443,tcp,web,1493,0.14,1,web_exploit,2025-04-23T18:16:13.556513
95.153,10.0.0.11,61756,443,tcp,web,1630,0.06,0,web_exploit,2025-04-23T17:57:08.222808
23.212,10.0.0.15,59210,22,tcp,ssh,217,0.152,1,ssh_bruteforce,2025-04-23T18:01:56.014847
77.250,10.0.0.11,51816,80,tcp,web,1178,0.094,1,web_exploit,2025-04-23T17:38:06.890338
185.117,10.0.0.16,64202,80,tcp,web,48,0.04,1,scan,2025-04-23T18:04:14.334976
77.143,10.0.0.20,50325,80,tcp,web,773,0.17,1,sql_injection,2025-04-23T18:05:35.972774
23.1,10.0.0.13,60590,445,tcp,smb,1141,0.293,1,smb_exploit,2025-04-23T18:04:16.858085
95.52,10.0.0.10,62001,80,tcp,web,929,0.193,1,web_exploit,2025-04-23T18:16:41.713388
185.237,10.0.0.2,56902,445,tcp,smb,863,0.223,1,smb_exploit,2025-04-23T18:08:52.135383
45.169,10.0.0.19,55244,3389,tcp,rdp,322,0.395,1,rdp_bruteforce,2025-04-23T17:43:06.966376
23.234,10.0.0.3,57743,3389,tcp,rdp,88,0.022,1,scan,2025-04-23T18:27:08.565942
95.30,10.0.0.7,57196,445,tcp,smb,984,0.157,1,smb_exploit,2025-04-23T18:25:49.792325
185.75,10.0.0.15,50939,443,tcp,web,819,0.272,1,sql_injection,2025-04-23T18:00:16.668142
45.242,10.0.0.9,60030,23,tcp,telnet,58,0.021,1,scan,2025-04-23T18:10:29.563853
23.230,10.0.0.12,51898,3389,tcp,rdp,532,0.348,1,rdp_bruteforce,2025-04-23T18:19:40.572726
45.131,10.0.0.1,64987,22,tcp,ssh,59,0.011,1,scan,2025-04-23T17:39:38.061371
23.254,10.0.0.17,62055,8080,tcp,web,68,0.013,1,scan,2025-04-23T17:59:23.381577
77.122,10.0.0.3,60147,3389,tcp,rdp,554,0.229,1,rdp_bruteforce,2025-04-23T17:40:38.555630
77.129,10.0.0.2,50104,22,tcp,ssh,47,0.032,1,scan,2025-04-23T17:59:06.398601
45.41,10.0.0.6,57012,8080,tcp,web,1678,0.062,0,web_exploit,2025-04-23T18:20:46.388745
95.246,10.0.0.8,55123,3389,tcp,rdp,335,0.589,0,rdp_bruteforce,2025-04-23T18:22:15.884527
95.102,10.0.0.15,50297,445,tcp,smb,43,0.01,1,scan,2025-04-23T17:53:21.356115
95.248,10.0.0.13,52085,3389,tcp,rdp,412,0.508,1,rdp_bruteforce,2025-04-23T18:04:04.428262
23.171,10.0.0.16,64930,3389,tcp,rdp,235,0.482,1,rdp_bruteforce,2025-04-23T18:00:55.619666
23.245,10.0.0.8,62469,445,tcp,smb,579,0.253,1,smb_exploit,2025-04-23T17:35:10.419269
45.99,10.0.0.5,60633,443,tcp,web,1089,0.066,1,web_exploit,2025-04-23T18:17:45.346590
95.120,10.0.0.7,61280,3389,tcp,rdp,301,0.241,1,rdp_bruteforce,2025-04-23T17:43:56.045869
45.81,10.0.0.16,55117,445,tcp,smb,1063,0.242,1,smb_exploit,2025-04-23T18:11:34.023614
23.18,10.0.0.4,58283,445,tcp,smb,1425,0.269,1,smb_exploit,2025-04-23T17:38:46.325199
45.75,10.0.0.19,52137,1433,tcp,db,799,0.248,1,sql_injection,2025-04-23T17:59:21.996206
95.243,10.0.0.2,54281,22,tcp,ssh,50,0.009,0,scan,2025-04-23T18:11:19.838517
45.172,10.0.0.7,52226,3389,tcp,rdp,352,0.628,1,rdp_bruteforce,2025-04-23T17:49:57.612823
185.229,10.0.0.12,60981,3389,tcp,rdp,333,0.341,0,rdp_bruteforce,2025-04-23T18:29:10.182858
45.4,10.0.0.9,62733,443,tcp,web,888,0.054,1,sql_injection,2025-04-23T17:37:49.195495
45.61,10.0.0.10,50242,8080,tcp,web,608,0.204,1,sql_injection,2025-04-23T18:27:01.023243
185.33,10.0.0.11,52159,445,tcp,smb,1275,0.239,1,smb_exploit,2025-04-23T17:36:26.377236
45.156,10.0.0.16,64326,22,tcp,ssh,197,0.467,0,ssh_bruteforce,2025-04-23T17:38:30.761455
45.237,10.0.0.13,63642,3389,tcp,rdp,100,0.027,1,scan,2025-04-23T17:51:55.944480
45.85,10.0.0.3,57266,3306,tcp,db,669,0.2,1,sql_injection,2025-04-23T17:42:29.800539
95.61,10.0.0.17,49967,445,tcp,smb,1019,0.272,1,smb_exploit,2025-04-23T17:53:59.935450
77.35,10.0.0.6,53817,445,tcp,smb,734,0.197,1,smb_exploit,2025-04-23T17:41:42.159956
95.184,10.0.0.15,51576,1433,tcp,db,635,0.074,1,sql_injection,2025-04-23T17:42:30.642396
45.93,10.0.0.10,61383,80,tcp,web,1424,0.128,1,web_exploit,2025-04-23T18:03:46.619042
23.180,10.0.0.10,51575,22,tcp,ssh,226,0.103,1,ssh_bruteforce,2025-04-23T17:44:11.883281
95.152,10.0.0.4,52213,3389,tcp,rdp,283,0.694,1,rdp_bruteforce,2025-04-23T18:12:07.741010
77.107,10.0.0.4,61948,3389,tcp,rdp,380,0.468,1,rdp_bruteforce,2025-04-23T17:38:27.461737
95.52,10.0.0.12,52290,3389,tcp,rdp,457,0.565,1,rdp_bruteforce,2025-04-23T18:03:38.904500
77.96,10.0.0.16,49963,3306,tcp,db,857,0.294,1,sql_injection,2025-04-23T17:43:18.591191
